"...1","id","Autor","titulo","fecha","Técnica","soporte","dimension","procedencia","url_ficha","url","path","tweet","tweetsize","tuiteadoya"
898,"P000165","Luca Giordano","Betsabé en el baño","1696 - 1698","Óleo","Lienzo","Alto: 219 cm.; Ancho: 212 cm.","Colección Real (colección conde de San Pedro, hasta 1713; Real Alcázar, Madrid, galería del Cierzo y oratorio de San Luis, 1713; Real Armería, Madrid, 1734; Madrid, Furriera del Rey, 1747; Palacio Real, Madrid, cuarto del infante don Luis, 1772, nº 61; Palacio Real Nuevo, Madrid, pieza de tocador, 1794, nº 61; Palacio Real, Madrid, pieza siguiente a la del Servicio de Damas, 1811, nº 862; Palacio Real, Madrid, pieza encarnada, 1814-1818, s.n.).","https://www.museodelprado.es/coleccion/obra-de-arte/betsabe-en-el-bao/174869c4-1947-459f-87c9-f876cc9db73b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/17/1748/174869c4-1947-459f-87c9-f876cc9db73b/88e3e672-e55e-4142-9547-63e351a56a0a.jpg","data/images/P000165.jpg","Betsabé en el baño - Luca Giordano (1696 - 1698)  https://www.museodelprado.es/coleccion/obra-de-arte/betsabe-en-el-bao/174869c4-1947-459f-87c9-f876cc9db73b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
737,"P006074","Francisco de Zurbarán","El Salvador bendiciendo","1638","Óleo","Lienzo","Alto: 100 cm.; Ancho: 72 cm.","Adquirido para el Museo del Prado, 1980","https://www.museodelprado.es/coleccion/obra-de-arte/el-salvador-bendiciendo/5b7a56a3-d293-4d31-aa9c-b75ff405711b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/5b/5b7a/5b7a56a3-d293-4d31-aa9c-b75ff405711b/53db75fd-d610-46fb-85a9-aceb687eac19.jpg","data/images/P006074.jpg","El Salvador bendiciendo - Francisco de Zurbarán (1638)  https://www.museodelprado.es/coleccion/obra-de-arte/el-salvador-bendiciendo/5b7a56a3-d293-4d31-aa9c-b75ff405711b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2088,"O000117","Anónimo","Fragmentos de un vaso de cristal en forma de barco con Neptuno sobre un delfín","Hacia 1590","Cincelado; Tallado; Esmerilado","Cristal de roca / cuarzo hialino; Plata dorada","Alto: 11,1 cm.; Peso: 422 g.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/fragmentos-de-un-vaso-de-cristal-en-forma-de/b439289f-e454-4c7e-a238-47108eaab4bb?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/b4/b439/b439289f-e454-4c7e-a238-47108eaab4bb/10eb4ce8-23cd-4c58-b672-20b03bcf1b99.jpg","data/images/O000117.jpg","Fragmentos de un vaso de cristal en forma de barco con Neptuno sobre un delfín - Anónimo (Hacia 1590)  https://www.museodelprado.es/coleccion/obra-de-arte/fragmentos-de-un-vaso-de-cristal-en-forma-de/b439289f-e454-4c7e-a238-47108eaab4bb?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2075,"O000080","Taller de los Sarachi; Annibale -Diseñador- Fontana; Jacopo Nizzola da Trezzo; Anónimo","Fuente con la historia de Hermafrodito y camafeos de los Doce Césares","1570 - 1590","Cincelado; Esmaltado; Tallado; Engastado; Grabado; Esmerilado","Cristal de roca / cuarzo hialino; Esmalte; Lapislázuli; Oro; Perlas; Plata dorada","Alto: 3,9 cm.; Ancho: 38,6 cm.; Fondo: 32,6 cm.; Peso: 1543 g.; Ancho base: 16,6 cm.; Fondo base: 13 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/fuente-con-la-historia-de-hermafrodito-y-camafeos/c7e7de23-0139-4523-9ca6-1dfc83a0810a?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/c7/c7e7/c7e7de23-0139-4523-9ca6-1dfc83a0810a/5ab8ca56-4b8b-47dc-8488-853c84893ddd.jpg","data/images/O000080.jpg","Fuente con la historia de Hermafrodito y camafeos de los Doce Césares - Taller de los Sarachi; Annibale -Diseñador- Fontana; Jacopo Nizzola da Trezzo; Anónimo (1570 - 1590)  https://www.museodelprado.es/coleccion/obra-de-arte/fuente-con-la-historia-de-hermafrodito-y-camafeos/c7e7de23-0139-4523-9ca6-1dfc83a0810a?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
591,"P001488","Anton van Dyck","Retrato de hombre","1628 - 1632","Óleo","Lienzo","Alto: 112 cm.; Ancho: 100 cm.","Colección Real (colección Felipe V, Quinta del duque del Arco, novena pieza que es salón, 1745, ¿nº 278?; Quinta del duque del Arco, pieza octava de salón, 1794, ¿nº 211?).","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-hombre/d8da255a-52f0-49fd-ac7c-930b5aa14d88?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/d8/d8da/d8da255a-52f0-49fd-ac7c-930b5aa14d88/5f39adb1-622e-407f-9ce0-ebff69c2e635.jpg","data/images/P001488.jpg","Retrato de hombre - Anton van Dyck (1628 - 1632)  https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-hombre/d8da255a-52f0-49fd-ac7c-930b5aa14d88?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
148,"P002678","Maestro de Perea","La Visitación","Hacia 1500","Óleo","Tabla","Alto: 176 cm.; Ancho: 155 cm.","Legado Pablo Bosch y Barrau, 1916","https://www.museodelprado.es/coleccion/obra-de-arte/la-visitacion/03aca1f0-8cf3-4f8e-8df9-f10c9964446a?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/03/03ac/03aca1f0-8cf3-4f8e-8df9-f10c9964446a/c1f259c8-897d-428e-8df2-1a178328b236.jpg","data/images/P002678.jpg","La Visitación - Maestro de Perea (Hacia 1500)  https://www.museodelprado.es/coleccion/obra-de-arte/la-visitacion/03aca1f0-8cf3-4f8e-8df9-f10c9964446a?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
728,"P001844","Frans Snyders; Theodoor van Thulden","Orfeo y los animales","1636 - 1638","Óleo","Lienzo","Alto: 195 cm.; Ancho: 432 cm.","Colección Real (Real Alcázar, Madrid, pinturas desmontadas-pinturas de la bóveda del tigre que se subieron al cuarto del príncipe, 1686, s.n.; Torre de la Parada, El Pardo-Madrid, cuarto bajo-pieza primera, 1703-1711, s.n.; Palacio Real Nuevo, Madrid, antecámara del infante don Gabriel, 1772, nº 986; Palacio Real Nuevo, Madrid, antecámara de las señoras infantas, 1794, nº 986; Palacio Real, Madrid, dormitorio de príncipes-habitación del infante don Carlos, 1814-1818, nº 986)","https://www.museodelprado.es/coleccion/obra-de-arte/orfeo-y-los-animales/e51f3582-810e-43e8-8612-bfab4f66692e?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/e5/e51f/e51f3582-810e-43e8-8612-bfab4f66692e/2a9636a0-929f-44c1-8d31-972a73155231.jpg","data/images/P001844.jpg","Orfeo y los animales - Frans Snyders; Theodoor van Thulden (1636 - 1638)  https://www.museodelprado.es/coleccion/obra-de-arte/orfeo-y-los-animales/e51f3582-810e-43e8-8612-bfab4f66692e?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
365,"P000482","Paolo Veronés","Venus y Adonis","Hacia 1580","Óleo","Lienzo","Alto: 162 cm.; Ancho: 191 cm.","Colección Real (Palacio Real Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 1078; Palacio Real Nuevo, Madrid, antecámara, 1794, nº 1078; Palacio Real, Madrid, antecámara, 1814-1818, s.n.).","https://www.museodelprado.es/coleccion/obra-de-arte/venus-y-adonis/692667da-d0f5-4765-ba03-30fdce3513d1?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/69/6926/692667da-d0f5-4765-ba03-30fdce3513d1/c9b9f5b7-68f4-482d-ad1a-1df2331b358c.jpg","data/images/P000482.jpg","Venus y Adonis - Paolo Veronés (Hacia 1580)  https://www.museodelprado.es/coleccion/obra-de-arte/venus-y-adonis/692667da-d0f5-4765-ba03-30fdce3513d1?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
974,"P000917","Luis Egidio Meléndez","Bodegón con manzanas, pan, queso y recipientes","Hacia 1772","Óleo","Lienzo","Alto: 41 cm.; Ancho: 62 cm.","Colección Real (Palacio Real Nuevo, Madrid, gabinete de historia natural del príncipe de Asturias, 1771; Casita del Príncipe, San Lorenzo de El Escorial, Madrid, 1778; Palacio de Aranjuez, Madrid, pabellón grande del embarcadero, h. 1785; Aranjuez, habitaciones del príncipe, h. 1800, nº 7; Aranjuez, pieza de cubierto del rey, 1818, nº 7).","https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-con-manzanas-pan-queso-y-recipientes/2615edb7-e2d4-49d5-ba7f-24ee54c3a78b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/26/2615/2615edb7-e2d4-49d5-ba7f-24ee54c3a78b/69e7ec99-b9a9-44d5-b9e2-0be89b10cdd7.jpg","data/images/P000917.jpg","Bodegón con manzanas, pan, queso y recipientes - Luis Egidio Meléndez (Hacia 1772)  https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-con-manzanas-pan-queso-y-recipientes/2615edb7-e2d4-49d5-ba7f-24ee54c3a78b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
504,"P001394","Pedro Pablo Rubens; Jan Brueghel el Viejo","La Vista","1617","Óleo","Tabla","Alto: 64,7 cm.; Ancho: 109,5 cm.","Colección Ramiro Núñez de Guzmán, II duque de Medina de las Torres; Colección Real (Real Alcázar, Madrid, Pieza donde S. M. lee en el cuarto bajo, con vista al jardin de la priora, 1636, s.n.; Real Alcázar, Retiradico, 1666, nº 60; Real Alcázar, Pieça inmediata que llaman el Retiradico, 1686, s.n.; Real Alcázar, Pieza inmediata que llaman el Retiradico, 1701-1703, nº 318; Real Alcázar, Pinturas que se llevaron a la armeria, 1734, nº 144; Palacio del Buen Retiro, Madrid, Pinturas entregadas en dhas. Casas Arzobispales a Dn. Santiago de Bonabia, 1747, nº 144; Palacio Nuevo, Madrid, Retrete del rey, 1772, nº 144; Palacio Nuevo, Quarto de la Reyna nra. sra. Tocador, 1794, s.n.; Palacio Nuevo, Cuarto del mayordomo mayor, 1814-1818, s.n., Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 2º Escuela Flamenca, 1834, nº 248)","https://www.museodelprado.es/coleccion/obra-de-arte/la-vista/494fd4d5-16d2-4857-811b-e0b2a0eb7fc7?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/49/494f/494fd4d5-16d2-4857-811b-e0b2a0eb7fc7/e89666f6-ccca-4bfa-b0c8-fe55442131ea.jpg","data/images/P001394.jpg","La Vista - Pedro Pablo Rubens; Jan Brueghel el Viejo (1617)  https://www.museodelprado.es/coleccion/obra-de-arte/la-vista/494fd4d5-16d2-4857-811b-e0b2a0eb7fc7?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1603,"D004145","Francisco de Goya y Lucientes","Habrazo Paternal","1808 - 1814","Aguada; Pincel; Tinta de hollín; Tinta parda","Papel verjurado","Alto: 205 mm.; Ancho: 144 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/habrazo-paternal/3a188553-16e0-4ace-a421-951a95ba07d0?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/3a/3a18/3a188553-16e0-4ace-a421-951a95ba07d0/e362de7a-297d-4aa9-8f2d-e61f3b044499.jpg","data/images/D004145.jpg","Habrazo Paternal - Francisco de Goya y Lucientes (1808 - 1814)  https://www.museodelprado.es/coleccion/obra-de-arte/habrazo-paternal/3a188553-16e0-4ace-a421-951a95ba07d0?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2031,"O000044","Anónimo; Taller parisino; Josias Belle","Copa gallonada de sardónice con cabeza de águila","Siglos IV - V; Después de 1689 (Guarniciones)","Cincelado; Esmaltado; Tallado; Engastado","Diamante; Esmeralda; Oro; Rubí; Ágata sardónice","Alto: 22,1 cm.; Ancho: 15,6 cm.; Fondo: 13,2 cm.; Peso: 661 g.; Diámetro de la base: 8,3 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/copa-gallonada-de-sardonice-con-cabeza-de-aguila/f1cbeced-cb42-4fcf-85e4-e87ca35e77d8?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/f1/f1cb/f1cbeced-cb42-4fcf-85e4-e87ca35e77d8/086d4646-cdd4-45fd-9b5a-e5c822228942.jpg","data/images/O000044.jpg","Copa gallonada de sardónice con cabeza de águila - Anónimo; Taller parisino; Josias Belle (Siglos IV - V; Después de 1689 (Guarniciones))  https://www.museodelprado.es/coleccion/obra-de-arte/copa-gallonada-de-sardonice-con-cabeza-de-aguila/f1cbeced-cb42-4fcf-85e4-e87ca35e77d8?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1696,"D004131","Francisco de Goya y Lucientes","El perro volante","1824 - 1828","Lápiz; Lápiz litográfico","Papel verjurado, agrisado","Alto: 191 mm.; Ancho: 149 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/el-perro-volante/84286c0d-f68b-409c-af4c-6e2664d7ca40?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/84/8428/84286c0d-f68b-409c-af4c-6e2664d7ca40/6f2083f0-581d-467e-8ee5-44461ca6c61c.jpg","data/images/D004131.jpg","El perro volante - Francisco de Goya y Lucientes (1824 - 1828)  https://www.museodelprado.es/coleccion/obra-de-arte/el-perro-volante/84286c0d-f68b-409c-af4c-6e2664d7ca40?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1224,"P003804","Vicente López Portaña","Boceto para la Alegoría de la Institución de la Orden de Carlos III","1827 - 1828","Óleo","Lienzo","Alto: 117 cm.; Ancho: 109 cm.","Nuevas Adquisiciones (Pedro Bosch), 1879; Museo de Arte Moderno.","https://www.museodelprado.es/coleccion/obra-de-arte/boceto-para-la-alegoria-de-la-institucion-de-la/7bf6b1ab-188b-4e8b-bd02-ec820663c800?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/7b/7bf6/7bf6b1ab-188b-4e8b-bd02-ec820663c800/86c7ce7f-8587-4bd4-a7c0-90d633851483.jpg","data/images/P003804.jpg","Boceto para la Alegoría de la Institución de la Orden de Carlos III - Vicente López Portaña (1827 - 1828)  https://www.museodelprado.es/coleccion/obra-de-arte/boceto-para-la-alegoria-de-la-institucion-de-la/7bf6b1ab-188b-4e8b-bd02-ec820663c800?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
492,"P001403","Jan Brueghel el Viejo; Hendrick van Balen; Frans Francken II","La Vista y el Olfato","Hacia 1620","Óleo","Lienzo","Alto: 176 cm.; Ancho: 264 cm.","Colección Real (Real Alcázar, Madrid, Pieça grande ante de el dormitorio de su magd. que es donde cena en el quarto bajo de verano, 1636, s.n.; Palacio de El Pardo, Madrid, 1674, nº 73-74; Palacio de El Pardo, sala de los retratos, 1701, nº 120; Palacio de El Pardo, pieza séptima, 1747, nº 58; Palacio Nuevo, Madrid, paso de tribuna y trascuartos, 1772, nº 916; Palacio Nuevo, pieza de trucos, 1794, nº 916; Palacio Nuevo, pieza de trucos, 1814-1818, nº 916; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salón 2º Escuela Flamenca, 1834, nº 402).","https://www.museodelprado.es/coleccion/obra-de-arte/la-vista-y-el-olfato/7d17d2b5-67f0-4072-ad61-c3741bb3b055?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/7d/7d17/7d17d2b5-67f0-4072-ad61-c3741bb3b055/82e9af5d-8bb3-471a-970b-f5dac72773ef.jpg","data/images/P001403.jpg","La Vista y el Olfato - Jan Brueghel el Viejo; Hendrick van Balen; Frans Francken II (Hacia 1620)  https://www.museodelprado.es/coleccion/obra-de-arte/la-vista-y-el-olfato/7d17d2b5-67f0-4072-ad61-c3741bb3b055?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1665,"D003982","Francisco de Goya y Lucientes","Que se rompe la cuerda","Hacia 1817","Sanguina","Papel verjurado, crema","Alto: 145 mm.; Ancho: 203 mm.","Javier Goya; Mariano Goya; Valentín Carderera; Mariano Carderera; Museo del Prado, 12-11-1886.","https://www.museodelprado.es/coleccion/obra-de-arte/que-se-rompe-la-cuerda/9931a253-b707-4cc4-9949-189ebd21e645?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/99/9931/9931a253-b707-4cc4-9949-189ebd21e645/235cb820-61ff-4f1a-af34-454536594ee9.jpg","data/images/D003982.jpg","Que se rompe la cuerda - Francisco de Goya y Lucientes (Hacia 1817)  https://www.museodelprado.es/coleccion/obra-de-arte/que-se-rompe-la-cuerda/9931a253-b707-4cc4-9949-189ebd21e645?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
394,"P001846","Justus Tiel","Alegoría de la educación de Felipe III","Hacia 1590","Óleo","Lienzo","Alto: 158 cm.; Ancho: 105 cm.","Colección Real (Palacio Real Nuevo, Madrid, pieza interior triangulada, 1747, nº 372; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº 372; Buen Retiro, 1794, nº 635).","https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-de-la-educacion-de-felipe-iii/ced64564-548c-4754-850a-24ab222e586d?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/ce/ced6/ced64564-548c-4754-850a-24ab222e586d/c264fe78-3ec7-4840-82bd-9c1f352e6b7c.jpg","data/images/P001846.jpg","Alegoría de la educación de Felipe III - Justus Tiel (Hacia 1590)  https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-de-la-educacion-de-felipe-iii/ced64564-548c-4754-850a-24ab222e586d?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
453,"P001441","Jan Brueghel el Viejo","Boda campestre","Hacia 1612","Óleo","Lienzo","Alto: 84 cm.; Ancho: 126 cm.","Colección Real (Real Alcázar, Madrid, galería del cierzo, 1666, nº 433; Real Alcázar, galería del cierzo, 1686, s.n.; Real Alcázar, galeria del cierzo, 1701 nº 197; Real Alcázar, pinturas que se llevaron a la casa del Marqués de Bedmar, 1734, nº 866; Palacio Nuevo, Madrid, Retrete del Rey, 1772, nº 866; Palacio Nuevo, tocador de la reina, 1794, s.n.; Palacio Nuevo, Madrid, cuarto del mayordomo mayor, 1814-1818, s.n.; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Salon 2º Escuela Flamenca, 1834, ¿nº53?)","https://www.museodelprado.es/coleccion/obra-de-arte/boda-campestre/4dc0197d-9686-4967-a13b-89fd3465ab40?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/4d/4dc0/4dc0197d-9686-4967-a13b-89fd3465ab40/7e973fd9-5b7b-404a-9154-89f1c29715cd.jpg","data/images/P001441.jpg","Boda campestre - Jan Brueghel el Viejo (Hacia 1612)  https://www.museodelprado.es/coleccion/obra-de-arte/boda-campestre/4dc0197d-9686-4967-a13b-89fd3465ab40?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
172,"P002178","Alberto Durero","Eva","1507","Óleo","Tabla","Alto: 209 cm.; Ancho: 80 cm.","Colección Real (Real Alcázar, Madrid, Bóvedas (que llaman) del Tiziano, 1686, s.n.; Real Alcázar, Bobedas del tiçiano, 1701-1703, nº500; Real Alcázar, Pinturas que se llevaron a la armeria, 1734, nº46; Palacio Nuevo, Madrid, Primera sala de la Furriera, 1747, nº127; Palacio del Buen Retiro, Madrid, 1772, nº128; Palacio del Buen Retiro, 1794, nº1068; Real Academia de Bellas Artes de San Fernando, Madrid, Pinturas que posee la Real Academia de San Fernando, 1796-1813, nº72; Real Academia de Bellas Artes de San Fernando, Sala Reservada, 1827, nº72; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Sala Reservada, 1834, nº10)","https://www.museodelprado.es/coleccion/obra-de-arte/eva/930c0fdf-fcfc-47df-b216-e375f5719084?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/93/930c/930c0fdf-fcfc-47df-b216-e375f5719084/2942b269-daf4-4e92-a0ce-d29942a5aac8.jpg","data/images/P002178.jpg","Eva - Alberto Durero (1507)  https://www.museodelprado.es/coleccion/obra-de-arte/eva/930c0fdf-fcfc-47df-b216-e375f5719084?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1309,"P006873","Carlos de Haes","Dunas de Villerville","1877 - 1884","Óleo","Lienzo sobre cartón","Alto: 27 cm.; Ancho: 41 cm.","Donación de los discípulos de Carlos de Haes con destino al Museo de Arte Moderno, 1899; Museo de Arte Moderno, 1899-1971","https://www.museodelprado.es/coleccion/obra-de-arte/dunas-de-villerville/2a18f026-ab40-4fdb-ac2c-6c19caa70f84?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/2a/2a18/2a18f026-ab40-4fdb-ac2c-6c19caa70f84/dacc86d4-7eca-435d-9e63-4568a94b609f.jpg","data/images/P006873.jpg","Dunas de Villerville - Carlos de Haes (1877 - 1884)  https://www.museodelprado.es/coleccion/obra-de-arte/dunas-de-villerville/2a18f026-ab40-4fdb-ac2c-6c19caa70f84?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
640,"P007903","Juan Fernández ""el Labrador""","Cuatro racimos de uvas colgando","Hacia 1636","Óleo","Lienzo","Alto: 45 cm.; Ancho: 61 cm.","Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado, 2006.","https://www.museodelprado.es/coleccion/obra-de-arte/cuatro-racimos-de-uvas-colgando/0bb5fbb9-dba9-43e6-81c5-2a998dea17e4?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/0b/0bb5/0bb5fbb9-dba9-43e6-81c5-2a998dea17e4/5e28f91d-bb2d-4d34-9d46-b20bafde1eab.jpg","data/images/P007903.jpg","Cuatro racimos de uvas colgando - Juan Fernández ""el Labrador"" (Hacia 1636)  https://www.museodelprado.es/coleccion/obra-de-arte/cuatro-racimos-de-uvas-colgando/0bb5fbb9-dba9-43e6-81c5-2a998dea17e4?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
